movieId,title,genres
57,Home for the Holidays (1995),Drama
58,Postman The (Postino Il) (1994),Comedy
58,Postman The (Postino Il) (1994),Drama
58,Postman The (Postino Il) (1994),Romance
60,Indian in the Cupboard The (1995),Adventure
60,Indian in the Cupboard The (1995),Children
60,Indian in the Cupboard The (1995),Fantasy
61,Eye for an Eye (1996),Drama
61,Eye for an Eye (1996),Thriller
62,Mr. Holland's Opus (1995),Drama
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Crime
64,Two if by Sea (1996),Comedy
64,Two if by Sea (1996),Romance
65,Bio-Dome (1996),Comedy
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action
66,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi
66,Lawnmower Man 2: Beyond Cyberspace (1996),Thriller
68,French Twist (Gazon maudit) (1995),Comedy
68,French Twist (Gazon maudit) (1995),Romance
69,Friday (1995),Comedy
70,From Dusk Till Dawn (1996),Action
70,From Dusk Till Dawn (1996),Comedy
70,From Dusk Till Dawn (1996),Horror
70,From Dusk Till Dawn (1996),Thriller
71,Fair Game (1995),Action
72,Kicking and Screaming (1995),Comedy
72,Kicking and Screaming (1995),Drama
73,Misérables Les (1995),Drama
73,Misérables Les (1995),War
74,Bed of Roses (1996),Drama
74,Bed of Roses (1996),Romance
75,Big Bully (1996),Comedy
75,Big Bully (1996),Drama
76,Screamers (1995),Action
76,Screamers (1995),Sci-Fi
76,Screamers (1995),Thriller
77,Nico Icon (1995),Documentary
78,Crossing Guard The (1995),Action
78,Crossing Guard The (1995),Crime
78,Crossing Guard The (1995),Drama
78,Crossing Guard The (1995),Thriller
79,Juror The (1996),Drama
79,Juror The (1996),Thriller
80,White Balloon The (Badkonake sefid) (1995),Children
80,White Balloon The (Badkonake sefid) (1995),Drama
81,Things to Do in Denver When You're Dead (1995),Crime
81,Things to Do in Denver When You're Dead (1995),Drama
81,Things to Do in Denver When You're Dead (1995),Romance
82,Antonia's Line (Antonia) (1995),Comedy
82,Antonia's Line (Antonia) (1995),Drama
83,Once Upon a Time... When We Were Colored (1995),Drama
83,Once Upon a Time... When We Were Colored (1995),Romance
85,Angels and Insects (1995),Drama
85,Angels and Insects (1995),Romance
86,White Squall (1996),Action
86,White Squall (1996),Adventure
86,White Squall (1996),Drama
87,Dunston Checks In (1996),Children
87,Dunston Checks In (1996),Comedy
88,Black Sheep (1996),Comedy
89,Nick of Time (1995),Action
89,Nick of Time (1995),Thriller
92,Mary Reilly (1996),Drama
92,Mary Reilly (1996),Horror
92,Mary Reilly (1996),Thriller
93,Vampire in Brooklyn (1995),Comedy
93,Vampire in Brooklyn (1995),Horror
93,Vampire in Brooklyn (1995),Romance
94,Beautiful Girls (1996),Comedy
94,Beautiful Girls (1996),Drama
94,Beautiful Girls (1996),Romance
95,Broken Arrow (1996),Action
95,Broken Arrow (1996),Adventure
95,Broken Arrow (1996),Thriller
96,In the Bleak Midwinter (1995),Comedy
96,In the Bleak Midwinter (1995),Drama
97,Hate (Haine La) (1995),Crime
97,Hate (Haine La) (1995),Drama
99,Heidi Fleiss: Hollywood Madam (1995),Documentary
100,City Hall (1996),Drama
100,City Hall (1996),Thriller
101,Bottle Rocket (1996),Adventure
101,Bottle Rocket (1996),Comedy
101,Bottle Rocket (1996),Crime
101,Bottle Rocket (1996),Romance
102,Mr. Wrong (1996),Comedy
103,Unforgettable (1996),Mystery
103,Unforgettable (1996),Sci-Fi
103,Unforgettable (1996),Thriller
104,Happy Gilmore (1996),Comedy
105,Bridges of Madison County The (1995),Drama
105,Bridges of Madison County The (1995),Romance
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy
106,Nobody Loves Me (Keiner liebt mich) (1994),Drama
107,Muppet Treasure Island (1996),Adventure
107,Muppet Treasure Island (1996),Children
107,Muppet Treasure Island (1996),Comedy
107,Muppet Treasure Island (1996),Musical
108,Catwalk (1996),Documentary
110,Braveheart (1995),Action
110,Braveheart (1995),Drama
110,Braveheart (1995),War
111,Taxi Driver (1976),Crime
111,Taxi Driver (1976),Drama
111,Taxi Driver (1976),Thriller
112,Rumble in the Bronx (Hont faan kui) (1995),Action
112,Rumble in the Bronx (Hont faan kui) (1995),Adventure
112,Rumble in the Bronx (Hont faan kui) (1995),Comedy
112,Rumble in the Bronx (Hont faan kui) (1995),Crime
113,Before and After (1996),Drama
113,Before and After (1996),Mystery
116,Anne Frank Remembered (1995),Documentary
117,Young Poisoner's Handbook The (1995),Crime
117,Young Poisoner's Handbook The (1995),Drama
118,If Lucy Fell (1996),Comedy
118,If Lucy Fell (1996),Romance
119,Steal Big Steal Little (1995),Comedy
121,Boys of St. Vincent The (1992),Drama
122,Boomerang (1992),Comedy
122,Boomerang (1992),Romance
123,Chungking Express (Chung Hing sam lam) (1994),Drama
123,Chungking Express (Chung Hing sam lam) (1994),Mystery
123,Chungking Express (Chung Hing sam lam) (1994),Romance
125,Flirting With Disaster (1996),Comedy
126,NeverEnding Story III The (1994),Adventure
126,NeverEnding Story III The (1994),Children
126,NeverEnding Story III The (1994),Fantasy
128,Jupiter's Wife (1994),Documentary
129,Pie in the Sky (1996),Comedy
129,Pie in the Sky (1996),Romance
132,Jade (1995),Thriller
135,Down Periscope (1996),Comedy
137,Man of the Year (1995),Documentary
140,Up Close and Personal (1996),Drama
140,Up Close and Personal (1996),Romance
141,Birdcage The (1996),Comedy
144,Brothers McMullen The (1995),Comedy
145,Bad Boys (1995),Action
145,Bad Boys (1995),Comedy
145,Bad Boys (1995),Crime
145,Bad Boys (1995),Drama
145,Bad Boys (1995),Thriller
146,Amazing Panda Adventure The (1995),Adventure
146,Amazing Panda Adventure The (1995),Children
147,Basketball Diaries The (1995),Drama
148,Awfully Big Adventure An (1995),Drama
149,Amateur (1994),Crime
149,Amateur (1994),Drama
149,Amateur (1994),Thriller
150,Apollo 13 (1995),Adventure
150,Apollo 13 (1995),Drama
150,Apollo 13 (1995),IMAX
151,Rob Roy (1995),Action
151,Rob Roy (1995),Drama
151,Rob Roy (1995),Romance
151,Rob Roy (1995),War
152,Addiction The (1995),Drama
152,Addiction The (1995),Horror
153,Batman Forever (1995),Action
153,Batman Forever (1995),Adventure
153,Batman Forever (1995),Comedy
153,Batman Forever (1995),Crime
154,Beauty of the Day (Belle de jour) (1967),Drama
155,Beyond Rangoon (1995),Adventure
155,Beyond Rangoon (1995),Drama
155,Beyond Rangoon (1995),War
156,Blue in the Face (1995),Comedy
156,Blue in the Face (1995),Drama
157,Canadian Bacon (1995),Comedy
157,Canadian Bacon (1995),War
158,Casper (1995),Adventure
158,Casper (1995),Children
159,Clockers (1995),Crime
159,Clockers (1995),Drama
159,Clockers (1995),Mystery
160,Congo (1995),Action
160,Congo (1995),Adventure
160,Congo (1995),Mystery
160,Congo (1995),Sci-Fi
161,Crimson Tide (1995),Drama
161,Crimson Tide (1995),Thriller
161,Crimson Tide (1995),War
162,Crumb (1994),Documentary
163,Desperado (1995),Action
163,Desperado (1995),Romance
163,Desperado (1995),Western
164,Devil in a Blue Dress (1995),Crime
164,Devil in a Blue Dress (1995),Film-Noir
164,Devil in a Blue Dress (1995),Mystery
164,Devil in a Blue Dress (1995),Thriller
165,Die Hard: With a Vengeance (1995),Action
165,Die Hard: With a Vengeance (1995),Crime
165,Die Hard: With a Vengeance (1995),Thriller
166,Doom Generation The (1995),Comedy
166,Doom Generation The (1995),Crime
166,Doom Generation The (1995),Drama
168,First Knight (1995),Action
168,First Knight (1995),Drama
168,First Knight (1995),Romance
169,Free Willy 2: The Adventure Home (1995),Adventure
169,Free Willy 2: The Adventure Home (1995),Children
169,Free Willy 2: The Adventure Home (1995),Drama
170,Hackers (1995),Action
170,Hackers (1995),Adventure
170,Hackers (1995),Crime
170,Hackers (1995),Thriller
171,Jeffrey (1995),Comedy
171,Jeffrey (1995),Drama
172,Johnny Mnemonic (1995),Action
172,Johnny Mnemonic (1995),Sci-Fi
172,Johnny Mnemonic (1995),Thriller
173,Judge Dredd (1995),Action
173,Judge Dredd (1995),Crime
173,Judge Dredd (1995),Sci-Fi
174,Jury Duty (1995),Comedy
175,Kids (1995),Drama
176,Living in Oblivion (1995),Comedy
177,Lord of Illusions (1995),Horror
178,Love & Human Remains (1993),Comedy
178,Love & Human Remains (1993),Drama
179,Mad Love (1995),Drama
179,Mad Love (1995),Romance
180,Mallrats (1995),Comedy
180,Mallrats (1995),Romance
181,Mighty Morphin Power Rangers: The Movie (1995),Action
181,Mighty Morphin Power Rangers: The Movie (1995),Children
183,Mute Witness (1994),Comedy
183,Mute Witness (1994),Horror
183,Mute Witness (1994),Thriller
184,Nadja (1994),Drama
185,Net The (1995),Action
185,Net The (1995),Crime
185,Net The (1995),Thriller
186,Nine Months (1995),Comedy
186,Nine Months (1995),Romance
187,Party Girl (1995),Comedy
188,Prophecy The (1995),Fantasy
188,Prophecy The (1995),Horror
188,Prophecy The (1995),Mystery
189,Reckless (1995),Comedy
189,Reckless (1995),Fantasy
190,Safe (1995),Thriller
191,Scarlet Letter The (1995),Drama
191,Scarlet Letter The (1995),Romance
193,Showgirls (1995),Drama
194,Smoke (1995),Comedy
194,Smoke (1995),Drama
195,Something to Talk About (1995),Comedy
195,Something to Talk About (1995),Drama
195,Something to Talk About (1995),Romance
196,Species (1995),Horror
196,Species (1995),Sci-Fi
198,Strange Days (1995),Action
198,Strange Days (1995),Crime
198,Strange Days (1995),Drama
198,Strange Days (1995),Mystery
198,Strange Days (1995),Sci-Fi
198,Strange Days (1995),Thriller
199,Umbrellas of Cherbourg The (Parapluies de Cherbourg Les) (1964),Drama
199,Umbrellas of Cherbourg The (Parapluies de Cherbourg Les) (1964),Musical
199,Umbrellas of Cherbourg The (Parapluies de Cherbourg Les) (1964),Romance
201,Three Wishes (1995),Drama
201,Three Wishes (1995),Fantasy
202,Total Eclipse (1995),Drama
202,Total Eclipse (1995),Romance
203,To Wong Foo Thanks for Everything! Julie Newmar (1995),Comedy
204,Under Siege 2: Dark Territory (1995),Action
205,Unstrung Heroes (1995),Comedy
205,Unstrung Heroes (1995),Drama
206,Unzipped (1995),Documentary
207,Walk in the Clouds A (1995),Drama
207,Walk in the Clouds A (1995),Romance
208,Waterworld (1995),Action
208,Waterworld (1995),Adventure
208,Waterworld (1995),Sci-Fi
209,White Man's Burden (1995),Drama
210,Wild Bill (1995),Western
211,Browning Version The (1994),Drama
212,Bushwhacked (1995),Adventure
212,Bushwhacked (1995),Comedy
212,Bushwhacked (1995),Crime
212,Bushwhacked (1995),Mystery
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
214,Before the Rain (Pred dozhdot) (1994),Drama
214,Before the Rain (Pred dozhdot) (1994),War
215,Before Sunrise (1995),Drama
215,Before Sunrise (1995),Romance
216,Billy Madison (1995),Comedy
217,Babysitter The (1995),Drama
217,Babysitter The (1995),Thriller
218,Boys on the Side (1995),Comedy
218,Boys on the Side (1995),Drama
219,Cure The (1995),Drama
220,Castle Freak (1995),Horror
222,Circle of Friends (1995),Drama
222,Circle of Friends (1995),Romance
223,Clerks (1994),Comedy
224,Don Juan DeMarco (1995),Comedy
224,Don Juan DeMarco (1995),Drama
224,Don Juan DeMarco (1995),Romance
225,Disclosure (1994),Drama
225,Disclosure (1994),Thriller
227,Drop Zone (1994),Action
227,Drop Zone (1994),Thriller
228,Destiny Turns on the Radio (1995),Comedy
229,Death and the Maiden (1994),Drama
229,Death and the Maiden (1994),Thriller
230,Dolores Claiborne (1995),Drama
230,Dolores Claiborne (1995),Thriller
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure
231,Dumb & Dumber (Dumb and Dumber) (1994),Comedy
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Drama
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Romance
233,Exotica (1994),Drama
234,Exit to Eden (1994),Comedy
235,Ed Wood (1994),Comedy
235,Ed Wood (1994),Drama
236,French Kiss (1995),Action
236,French Kiss (1995),Comedy
236,French Kiss (1995),Romance
237,Forget Paris (1995),Comedy
237,Forget Paris (1995),Romance
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure
238,Far From Home: The Adventures of Yellow Dog (1995),Children
239,Goofy Movie A (1995),Animation
239,Goofy Movie A (1995),Children
239,Goofy Movie A (1995),Comedy
239,Goofy Movie A (1995),Romance
240,Hideaway (1995),Thriller
241,Fluke (1995),Children
241,Fluke (1995),Drama
242,Farinelli: il castrato (1994),Drama
242,Farinelli: il castrato (1994),Musical
243,Gordy (1995),Children
243,Gordy (1995),Comedy
243,Gordy (1995),Fantasy
246,Hoop Dreams (1994),Documentary
247,Heavenly Creatures (1994),Crime
247,Heavenly Creatures (1994),Drama
248,Houseguest (1994),Comedy
249,Immortal Beloved (1994),Drama
249,Immortal Beloved (1994),Romance
250,Heavyweights (Heavy Weights) (1995),Children
250,Heavyweights (Heavy Weights) (1995),Comedy
251,Hunted The (1995),Action
252,I.Q. (1994),Comedy
252,I.Q. (1994),Romance
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama
253,Interview with the Vampire: The Vampire Chronicles (1994),Horror
254,Jefferson in Paris (1995),Drama
255,Jerky Boys The (1995),Comedy
256,Junior (1994),Comedy
256,Junior (1994),Sci-Fi
257,Just Cause (1995),Mystery
257,Just Cause (1995),Thriller
258,Kid in King Arthur's Court A (1995),Adventure
258,Kid in King Arthur's Court A (1995),Children
258,Kid in King Arthur's Court A (1995),Comedy
258,Kid in King Arthur's Court A (1995),Fantasy
258,Kid in King Arthur's Court A (1995),Romance
259,Kiss of Death (1995),Crime
259,Kiss of Death (1995),Drama
259,Kiss of Death (1995),Thriller
260,Star Wars: Episode IV - A New Hope (1977),Action
260,Star Wars: Episode IV - A New Hope (1977),Adventure
260,Star Wars: Episode IV - A New Hope (1977),Sci-Fi
261,Little Women (1994),Drama
262,Little Princess A (1995),Children
262,Little Princess A (1995),Drama
263,Ladybird Ladybird (1994),Drama
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama
265,Like Water for Chocolate (Como agua para chocolate) (1992),Fantasy
265,Like Water for Chocolate (Como agua para chocolate) (1992),Romance
266,Legends of the Fall (1994),Drama
266,Legends of the Fall (1994),Romance
266,Legends of the Fall (1994),War
266,Legends of the Fall (1994),Western
267,Major Payne (1995),Comedy
269,My Crazy Life (Mi vida loca) (1993),Drama
270,Love Affair (1994),Drama
270,Love Affair (1994),Romance
271,Losing Isaiah (1995),Drama
272,Madness of King George The (1994),Comedy
272,Madness of King George The (1994),Drama
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Horror
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Sci-Fi
274,Man of the House (1995),Comedy
275,Mixed Nuts (1994),Comedy
276,Milk Money (1994),Comedy
276,Milk Money (1994),Romance
277,Miracle on 34th Street (1994),Drama
278,Miami Rhapsody (1995),Comedy
279,My Family (1995),Drama
280,Murder in the First (1995),Drama
280,Murder in the First (1995),Thriller
281,Nobody's Fool (1994),Comedy
281,Nobody's Fool (1994),Drama
281,Nobody's Fool (1994),Romance
282,Nell (1994),Drama
283,New Jersey Drive (1995),Crime
283,New Jersey Drive (1995),Drama
284,New York Cop (Nyû Yôku no koppu) (1993),Action
284,New York Cop (Nyû Yôku no koppu) (1993),Crime
285,Beyond Bedlam (1993),Drama
285,Beyond Bedlam (1993),Horror
287,Nina Takes a Lover (1994),Comedy
287,Nina Takes a Lover (1994),Romance
288,Natural Born Killers (1994),Action
288,Natural Born Killers (1994),Crime
288,Natural Born Killers (1994),Thriller
289,Only You (1994),Comedy
289,Only You (1994),Romance
290,Once Were Warriors (1994),Crime
290,Once Were Warriors (1994),Drama
291,Poison Ivy II (1996),Drama
291,Poison Ivy II (1996),Thriller
292,Outbreak (1995),Action
292,Outbreak (1995),Drama
292,Outbreak (1995),Sci-Fi
292,Outbreak (1995),Thriller
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Crime
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Drama
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Thriller
294,Perez Family The (1995),Comedy
294,Perez Family The (1995),Romance
295,Pyromaniac's Love Story A (1995),Comedy
295,Pyromaniac's Love Story A (1995),Romance
296,Pulp Fiction (1994),Comedy
296,Pulp Fiction (1994),Crime
296,Pulp Fiction (1994),Drama
296,Pulp Fiction (1994),Thriller
298,Pushing Hands (Tui shou) (1992),Drama
299,Priest (1994),Drama
300,Quiz Show (1994),Drama
301,Picture Bride (Bijo photo) (1994),Drama
301,Picture Bride (Bijo photo) (1994),Romance
302,Queen Margot (Reine Margot La) (1994),Drama
302,Queen Margot (Reine Margot La) (1994),Romance
303,Quick and the Dead The (1995),Action
303,Quick and the Dead The (1995),Thriller
303,Quick and the Dead The (1995),Western
304,Roommates (1995),Comedy
304,Roommates (1995),Drama
305,Ready to Wear (Pret-A-Porter) (1994),Comedy
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy
308,Three Colors: White (Trzy kolory: Bialy) (1994),Drama
310,Rent-a-Kid (1995),Comedy
311,Relative Fear (1994),Horror
311,Relative Fear (1994),Thriller
312,Stuart Saves His Family (1995),Comedy
313,Swan Princess The (1994),Animation
313,Swan Princess The (1994),Children
314,Secret of Roan Inish The (1994),Children
314,Secret of Roan Inish The (1994),Drama
314,Secret of Roan Inish The (1994),Fantasy
314,Secret of Roan Inish The (1994),Mystery
315,Specialist The (1994),Action
315,Specialist The (1994),Drama
315,Specialist The (1994),Thriller
316,Stargate (1994),Action
316,Stargate (1994),Adventure
316,Stargate (1994),Sci-Fi
317,Santa Clause The (1994),Comedy
317,Santa Clause The (1994),Drama
317,Santa Clause The (1994),Fantasy
318,Shawshank Redemption The (1994),Crime
318,Shawshank Redemption The (1994),Drama
319,Shallow Grave (1994),Comedy
319,Shallow Grave (1994),Drama
319,Shallow Grave (1994),Thriller
320,Suture (1993),Film-Noir
320,Suture (1993),Thriller
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
322,Swimming with Sharks (1995),Comedy
322,Swimming with Sharks (1995),Drama
324,Sum of Us The (1994),Comedy
324,Sum of Us The (1994),Drama
325,National Lampoon's Senior Trip (1995),Comedy
326,To Live (Huozhe) (1994),Drama
327,Tank Girl (1995),Action
327,Tank Girl (1995),Comedy
327,Tank Girl (1995),Sci-Fi
328,Tales from the Crypt Presents: Demon Knight (1995),Horror
328,Tales from the Crypt Presents: Demon Knight (1995),Thriller
329,Star Trek: Generations (1994),Adventure
329,Star Trek: Generations (1994),Drama
329,Star Trek: Generations (1994),Sci-Fi
330,Tales from the Hood (1995),Action
330,Tales from the Hood (1995),Crime
330,Tales from the Hood (1995),Horror
331,Tom & Viv (1994),Drama
332,Village of the Damned (1995),Horror
332,Village of the Damned (1995),Sci-Fi
333,Tommy Boy (1995),Comedy
334,Vanya on 42nd Street (1994),Drama
335,Underneath (1995),Mystery
335,Underneath (1995),Thriller
336,Walking Dead The (1995),Drama
336,Walking Dead The (1995),War
337,What's Eating Gilbert Grape (1993),Drama
338,Virtuosity (1995),Action
338,Virtuosity (1995),Sci-Fi
338,Virtuosity (1995),Thriller
339,While You Were Sleeping (1995),Comedy
339,While You Were Sleeping (1995),Romance
340,War The (1994),Adventure
340,War The (1994),Drama
340,War The (1994),War
341,Double Happiness (1994),Drama
342,Muriel's Wedding (1994),Comedy
343,Baby-Sitters Club The (1995),Children
344,Ace Ventura: Pet Detective (1994),Comedy
345,Adventures of Priscilla Queen of the Desert The (1994),Comedy
345,Adventures of Priscilla Queen of the Desert The (1994),Drama
346,Backbeat (1993),Drama
346,Backbeat (1993),Musical
347,Bitter Moon (1992),Drama
347,Bitter Moon (1992),Film-Noir
347,Bitter Moon (1992),Romance
348,Bullets Over Broadway (1994),Comedy
349,Clear and Present Danger (1994),Action
349,Clear and Present Danger (1994),Crime
349,Clear and Present Danger (1994),Drama
349,Clear and Present Danger (1994),Thriller
350,Client The (1994),Drama
350,Client The (1994),Mystery
350,Client The (1994),Thriller
351,Corrina Corrina (1994),Comedy
351,Corrina Corrina (1994),Drama
351,Corrina Corrina (1994),Romance
352,Crooklyn (1994),Comedy
352,Crooklyn (1994),Drama
353,Crow The (1994),Action
353,Crow The (1994),Crime
353,Crow The (1994),Fantasy
353,Crow The (1994),Thriller
354,Cobb (1994),Drama
355,Flintstones The (1994),Children
355,Flintstones The (1994),Comedy
355,Flintstones The (1994),Fantasy
356,Forrest Gump (1994),Comedy
356,Forrest Gump (1994),Drama
356,Forrest Gump (1994),Romance
356,Forrest Gump (1994),War
357,Four Weddings and a Funeral (1994),Comedy
357,Four Weddings and a Funeral (1994),Romance
358,Higher Learning (1995),Drama
359,I Like It Like That (1994),Comedy
359,I Like It Like That (1994),Drama
359,I Like It Like That (1994),Romance
360,I Love Trouble (1994),Action
360,I Love Trouble (1994),Comedy
361,It Could Happen to You (1994),Comedy
361,It Could Happen to You (1994),Drama
361,It Could Happen to You (1994),Romance
362,Jungle Book The (1994),Adventure
362,Jungle Book The (1994),Children
362,Jungle Book The (1994),Romance
363,Wonderful Horrible Life of Leni Riefenstahl The (Macht der Bilder: Leni Riefenstahl Die) (1993),Documentary
364,Lion King The (1994),Adventure
364,Lion King The (1994),Animation
364,Lion King The (1994),Children
364,Lion King The (1994),Drama
364,Lion King The (1994),Musical
364,Lion King The (1994),IMAX
365,Little Buddha (1993),Drama
366,Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale A) (1994),Drama
366,Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale A) (1994),Horror
366,Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale A) (1994),Mystery
366,Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale A) (1994),Thriller
367,Mask The (1994),Action
367,Mask The (1994),Comedy
367,Mask The (1994),Crime
367,Mask The (1994),Fantasy
368,Maverick (1994),Adventure
368,Maverick (1994),Comedy
368,Maverick (1994),Western
369,Mrs. Parker and the Vicious Circle (1994),Drama
370,Naked Gun 33 1/3: The Final Insult (1994),Action
370,Naked Gun 33 1/3: The Final Insult (1994),Comedy
371,Paper The (1994),Comedy
371,Paper The (1994),Drama
372,Reality Bites (1994),Comedy
372,Reality Bites (1994),Drama
372,Reality Bites (1994),Romance
373,Red Rock West (1992),Thriller
374,Richie Rich (1994),Children
374,Richie Rich (1994),Comedy
376,River Wild The (1994),Action
376,River Wild The (1994),Thriller
377,Speed (1994),Action
377,Speed (1994),Romance
377,Speed (1994),Thriller
378,Speechless (1994),Comedy
378,Speechless (1994),Romance
379,Timecop (1994),Action
379,Timecop (1994),Sci-Fi
379,Timecop (1994),Thriller
380,True Lies (1994),Action
380,True Lies (1994),Adventure
380,True Lies (1994),Comedy
380,True Lies (1994),Romance
380,True Lies (1994),Thriller
381,When a Man Loves a Woman (1994),Drama
381,When a Man Loves a Woman (1994),Romance
382,Wolf (1994),Drama
382,Wolf (1994),Horror
382,Wolf (1994),Romance
382,Wolf (1994),Thriller
